종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금
009460,한창제지,-162,-418805,-12.0,-33000.0,174.0,451805.0,0.0,0.0,2750,-0.18,16352430
009470,삼화전기,11376,250592900,-14.0,-306750.0,-12517.0,-275789650.0,-40.0,-892000.0,21950,-2.23,750247300
009540,HD한국조선해양,-27283,-9316368500,33753.0,11604564250.0,-6167.0,-2190415250.0,-259.0,-82696500.0,344000,4.4,76541362750
009580,무림P&P,-3552,-5830414,-2949.0,-4788982.0,6498.0,10614470.0,0.0,0.0,1621,-0.86,38596239
009680,모토닉,-2098,-21489495,3647.0,37677965.0,-2299.0,-23963830.0,700.0,7258360.0,10400,0.1,164580285
009770,삼정펄프,31,862400,-29.0,-808000.0,-2.0,-54400.0,0.0,0.0,27950,0.18,1699100
009810,MDS스피어,6,11398,,,-7.0,-13303.0,,,1908,-0.1,3305251
009830,한화솔루션,-110377,-3403628400,-114131.0,-3403719475.0,236303.0,7166907600.0,-7876.0,-238102725.0,29900,-1.32,64012278250
009835,한화솔루션우,1210,20710210,,,-1312.0,-22444710.0,101.0,1717010.0,17140,-2.06,66046310
009900,명신산업,10181,81995820,2439.0,18527055.0,-12275.0,-97832415.0,-8.0,-63480.0,7770,-1.65,713113345
009970,영원무역홀딩스,-761,-131416700,-452.0,-74504600.0,1224.0,207809700.0,-11.0,-1888400.0,171400,1.78,1566926100
010040,한국내화,5059,7971493,-4645.0,-7192657.0,-414.0,-778836.0,0.0,0.0,1640,1.23,87897130
010060,OCI홀딩스,25,-223139000,-109158.0,-24932520250.0,114793.0,26458608250.0,-5557.0,-1280064250.0,227500,-5.6,109629844000
010100,한국무브넥스,-1302,-4811065,-73.0,-262800.0,1375.0,5073865.0,,,3600,1.98,141948655
010120,LS ELECTRIC,118642,22938550700,-40693.0,-7822526450.0,-77141.0,-14957102650.0,-1456.0,-284069400.0,192100,-1.84,99666374500
010130,고려아연,-1981,-2434701000,1271.0,1590608000.0,629.0,745236000.0,62.0,76530000.0,1224000,0.66,24091113500
010140,삼성중공업,-2680031,-57203507640,1486884.0,31953569965.0,1213804.0,25691297255.0,-12777.0,-272345240.0,21650,8.58,151618409420
010400,우진아이엔에스,512,2367644,-850.0,-3844520.0,337.0,1472211.0,,,4530,0.0,127549644
010580,에스엠벡셀,-18674,-29694701,826.0,1406319.0,-2153.0,-6536281.0,20000.0,34523929.0,1737,-0.06,1085705920
010640,진양폴리,-40260,-87416110,-18.0,-39150.0,-3480.0,-7596835.0,43758.0,95052095.0,2175,-0.68,232263634
010660,화천기계,-2038,-6616635,-54.0,-156060.0,2092.0,6772695.0,,,2890,0.7,267372970
010690,화신,23590,183006735,-24125.0,-184842130.0,-592.0,-6790425.0,87.0,656470.0,7590,-0.78,1557195400
010770,평화홀딩스,12801,45250795,-6452.0,-22689785.0,-7241.0,-25687880.0,206.0,725870.0,3515,-2.5,192013550
010780,아이에스동서,-9604,-151781835,-11841.0,-182328270.0,21466.0,334427155.0,-21.0,-317050.0,15670,0.38,1740989530
010820,퍼스텍,-17020,-95378160,43903.0,244090055.0,-32306.0,-179017135.0,5466.0,30546430.0,5520,1.66,1297556330
010950,S-Oil,-3739,-614536700,23858.0,3568559950.0,-18686.0,-2742317300.0,-1158.0,-170098850.0,147900,-1.99,57763706950
010955,S-Oil우,463,30708400,16.0,2019200.0,-1062.0,-73005900.0,583.0,40278300.0,68800,-1.43,715042950
010960,삼호개발,-6420,-20504337,-43.0,-142085.0,-3571.0,-10859203.0,10000.0,31400000.0,3155,0.0,542898011
011070,LG이노텍,18820,10456919000,-30970.0,-17269948500.0,10065.0,5646303000.0,288.0,160291500.0,556000,-1.94,87687822000
011090,에넥스,-45560,-49251876,-12.0,-48743.0,47286.0,51633192.0,-1040.0,-1393285.0,1240,4.2,1467233755
011150,CJ씨푸드,12635,25277372,-66.0,-132330.0,-12569.0,-25145042.0,0.0,0.0,2005,0.25,49146923
011155,CJ씨푸드1우,202,1276860,,,-2.0,-12860.0,-200.0,-1264000.0,6520,4.32,19388350
011170,롯데케미칼,-127721,-7790034400,104864.0,6439163900.0,26777.0,1592812300.0,-3800.0,-234664000.0,61000,6.46,17843094450
011200,HMM,-555616,-11832614775,160024.0,3419314525.0,401526.0,8540594225.0,-5247.0,-112573925.0,21350,2.64,22222533250
011210,현대위아,-8859,-508486350,2048.0,118581950.0,6794.0,388919700.0,3.0,172400.0,57200,1.42,3137413650
011230,삼화전자,16712,42808700,368.0,955335.0,-17131.0,-43894625.0,0.0,0.0,2570,-0.58,311611645
011280,태림포장,9721,15635371,-173.0,-280260.0,-9548.0,-15355111.0,0.0,0.0,1620,-1.64,40755634
011300,우성머티리얼스,-26947,-69939010,0.0,43335.0,-9483.0,-24458315.0,36430.0,94353990.0,2400,-4.57,341580120
011330,유니켐,-8083,-36616567,6297.0,28133445.0,1917.0,9047017.0,0.0,0.0,4510,3.44,471571223
011390,부산산업,1809,94160500,-1.0,-51100.0,-1578.0,-82107400.0,20.0,1056000.0,51500,-2.65,602498700
011420,갤럭시아에스엠,10085,14723481,-29.0,-41731.0,-10056.0,-14681750.0,0.0,0.0,1439,-2.44,37564822
011500,한농화성,2971,40533290,-13.0,-175510.0,-3578.0,-48653840.0,200.0,2670000.0,12980,-1.67,768343435
011690,와이투솔루션,-11230,-35366570,61.0,231960.0,11169.0,35134610.0,0.0,0.0,3150,-3.82,338921480
011700,한신기계,-780,-2046242,-27.0,-61800.0,816.0,2129247.0,,,2290,-1.29,179520143
011760,현대코퍼레이션,-5701,-147892450,3584.0,92500250.0,2303.0,60104700.0,-186.0,-4712500.0,25850,1.17,393158850
011780,금호석유화학,-45953,-6196683400,77839.0,10524949250.0,-31793.0,-4316832350.0,31.0,4937700.0,133100,4.64,27713864900
011785,금호석유화학우,-3032,-159574100,802.0,41773500.0,1.0,50700.0,2239.0,118279900.0,52500,2.74,543104900
011790,SKC,-5503,-470208150,3909.0,335057600.0,1534.0,130588850.0,200.0,16410400.0,83900,0.36,5693617150
011930,신성이엔지,-283,-4805280,-2247.0,-36101550.0,2149.0,34869350.0,30.0,482370.0,15880,-3.17,1910273400
012030,DB,41431,59348563,147895.0,218654565.0,-191626.0,-281355329.0,1300.0,1896200.0,1452,-1.16,1051826229
0120G0,삼양바이오팜,3406,171165450,85.0,3137350.0,-5070.0,-251199150.0,1710.0,83378000.0,48150,-7.58,3350519250
012160,영흥,13847,33940610,-9970.0,-24108780.0,-3877.0,-9831830.0,,,2360,-5.41,80307995
012170,아센디오,6148,19275905,-40.0,-126520.0,-6501.0,-20316595.0,393.0,1167210.0,2975,-4.65,156893935
012200,계양전기,20229,70999758,-44.0,-155630.0,-23718.0,-83164158.0,3708.0,12946825.0,3490,-1.27,631115939
012205,계양전기우,-581,-3003690,,,81.0,418690.0,500.0,2585000.0,5120,-3.4,67176280
012280,영화금속,-2410,-9636905,-107.0,-433500.0,1274.0,5098405.0,1243.0,4972000.0,4005,-0.5,32702910
012320,경동인베스트,-293,-13822600,-6.0,-280900.0,299.0,14103500.0,0.0,0.0,46850,0.75,124073900
012330,현대모비스,-54623,-23107313750,-12628.0,-5265091000.0,68149.0,28751567000.0,-360.0,-151841750.0,423500,1.93,149455923500
012450,한화에어로스페이스,-14447,-15346375000,18776.0,19814439000.0,-3995.0,-4115901000.0,-292.0,-307714500.0,1047000,2.15,103291196000
012610,경인양행,5691,17837200,213.0,651690.0,-6884.0,-21613160.0,1005.0,3200800.0,3160,-0.16,322731631
012630,HDC,-6176,-139705000,-3427.0,-77018675.0,13436.0,303118325.0,-3833.0,-86394650.0,22600,2.73,1283525800
012690,모나리자,-20058,-30104783,-66.0,-99000.0,19824.0,29753983.0,,,1500,1.15,219558235
0126Z0,삼성에피스홀딩스,19076,6874808250,1019.0,377667250.0,-20929.0,-7554930000.0,803.0,291262000.0,355500,-2.34,14274530500
012750,에스원,-188,-18992450,-13364.0,-1066573300.0,13671.0,1095179150.0,-119.0,-9613400.0,80300,0.12,4051091950
012800,대창,-51335,-60266274,-338.0,-399162.0,51673.0,60660805.0,0.0,0.0,1179,1.64,260573495
013000,세우글로벌,7247,8634947,-50.0,-59900.0,-7197.0,-8575047.0,0.0,0.0,1198,-0.91,23550733
013360,일성건설,-89645,-134278117,-1227.0,-1900181.0,90361.0,135458824.0,,,1495,0.34,512730061
013520,화승코퍼레이션,19427,50639970,1149.0,3006495.0,-17164.0,-44834225.0,-3412.0,-8812240.0,2590,-1.89,157312045
013570,디와이,-9052,-38889300,127.0,616270.0,6816.0,29109955.0,2109.0,9163875.0,4350,1.4,205209315
013580,계룡건설,27059,619401175,24.0,529950.0,-27077.0,-621862275.0,12.0,2266650.0,21700,2.12,7816398750
013700,까뮤이앤씨,-53545,-89769525,-49.0,-57216.0,54868.0,91983481.0,1.0,1678.0,1658,-4.16,790827633
013870,지엠비코리아,1038,4008795,-92.0,-354765.0,-955.0,-3688825.0,9.0,34795.0,3840,-0.52,23080680
013890,지누스,4022,30374160,-6669.0,-50349455.0,2375.0,17921465.0,271.0,2046270.0,7620,-1.17,79244910
014130,한익스프레스,5877,14211305,-1053.0,-2530790.0,-4824.0,-11680515.0,0.0,0.0,2445,-0.61,43258835
014160,대영포장,12053,8428671,-79.0,-54115.0,-12679.0,-8865880.0,0.0,0.0,685,-0.44,85868597
014280,금강공업,13100,56385985,95.0,406815.0,-13352.0,-57458355.0,121.0,513635.0,4285,-0.12,220084300
014285,금강공업우,1,5580,,,-1.0,-5580.0,,,5580,-1.59,3656290
014440,영보화학,1309,6249270,-36.0,-172620.0,-1352.0,-6450390.0,69.0,326740.0,4795,2.02,192542725
014530,극동유화,-22840,-73901732,-57.0,-184110.0,22897.0,74085842.0,0.0,0.0,3230,0.0,4695822338
014580,태경비케이,9698,36852945,-66.0,-252450.0,-9817.0,-37303095.0,80.0,303600.0,3825,-0.52,177905490
014680,한솔케미칼,1012,193498550,-16166.0,-3133810750.0,15144.0,2938445600.0,12.0,2317900.0,192500,-0.67,6600451350
014710,사조씨푸드,689,7343435,-40.0,-420000.0,-649.0,-6923435.0,,,10500,0.0,57901895
014790,HL D&I,-6844,-17558405,-2310.0,-6004600.0,7274.0,18703205.0,1880.0,4859800.0,2555,-0.97,118288310
014820,동원시스템즈,-8358,-186920075,2202.0,49763875.0,6108.0,136302500.0,-314.0,-7089500.0,22200,3.26,1300628375
014825,동원시스템즈우,0,0,,,0.0,0.0,,,14460,1.62,5827380
014830,유니드,-2699,-175113350,-986.0,-62574800.0,3623.0,233631250.0,62.0,4056900.0,64700,1.89,1172889650
014910,성문전자,-206490,-470079105,4867.0,11235185.0,149023.0,336929680.0,40637.0,93921670.0,2260,4.15,4738818727
014915,성문전자우,0,0,,,,,,,4705,-0.42,4565180
014990,인디에프,-8144,-27975021,,,9972.0,35415275.0,2.0,-14382.0,4355,4.44,5093942374
015230,대창단조,-54389,-358326975,22795.0,149227265.0,31798.0,210301930.0,-224.0,-1338320.0,6500,6.04,1747628730
015260,에이엔피,37778,10626097,-1.0,-279.0,-34693.0,-9805410.0,,,279,-2.11,222016527
015360,INVENI,1542,21557210,-442.0,-6217290.0,-3047.0,-42895160.0,1947.0,27555240.0,14060,0.07,232872640
015590,DKME,-8097,-11497731,3202.0,4385994.0,22600.0,30853883.0,-17705.0,-23742146.0,1341,-2.19,240542915
015760,한국전력,-732045,-23914188650,574726.0,18738662600.0,174411.0,5733238375.0,-18031.0,-588431350.0,32450,3.84,82451104175
015860,일진홀딩스,-15435,-98615145,828.0,5078320.0,14629.0,93677445.0,-22.0,-140620.0,6370,0.16,369454900
015890,태경산업,580,2781130,15.0,63840.0,-607.0,-2902270.0,0.0,0.0,4780,-0.62,93153950
016090,대현,5226,7489307,20077.0,29008888.0,-27902.0,-40259636.0,2599.0,3761441.0,1442,-1.7,407760271
016360,삼성증권,-74297,-6441672400,-50540.0,-4345047350.0,126397.0,10922384250.0,-1533.0,-133348100.0,86600,1.64,28846234850
016380,KG스틸,-73423,-412466330,19561.0,110687030.0,52912.0,296404920.0,950.0,5374380.0,5590,2.76,1323838500
016450,한세예스24홀딩스,2452,11038616,-4859.0,-21937820.0,2509.0,11359719.0,-2.0,-9015.0,4490,-1.97,109569826
016580,환인제약,5994,61535970,3931.0,40720140.0,-9935.0,-102351060.0,0.0,-5250.0,10390,-0.48,394308250
016590,신대양제지,1161,12007720,1124.0,11914600.0,-2287.0,-23943120.0,2.0,20800.0,10450,-0.19,90767730
016610,DB증권,-35558,-354237330,35440.0,353013080.0,198.0,2018650.0,-80.0,-794400.0,9900,1.02,711072910
016710,대성홀딩스,318,2149810,-284.0,-1932630.0,679.0,4650810.0,-763.0,-5216490.0,6990,0.0,99068260
016740,두올,-16007,-59924865,12043.0,45132475.0,2394.0,8937785.0,1570.0,5854605.0,3780,1.75,139230175
016800,퍼시스,479,12945200,0.0,217250.0,-479.0,-13162450.0,0.0,0.0,26850,-2.01,45920000
016880,웅진,81119,158811087,-7659.0,-15162062.0,-82442.0,-161154407.0,8982.0,17505382.0,1946,-4.37,335517493
017180,명문제약,29842,40809846,-59.0,-43034.0,-29902.0,-40919546.0,0.0,0.0,1250,-1.42,515619453
017370,우신시스템,5405,19393060,-44.0,-161480.0,-5405.0,-19392720.0,5.0,18050.0,3670,1.8,42518915
017390,서울가스,396,22088950,-916.0,-51193600.0,924.0,51643950.0,-391.0,-21817800.0,55800,-0.36,169428050
017550,수산세보틱스,31187,61699512,-144.0,-240078.0,-31043.0,-61478888.0,,,1867,2.75,1004904539
017670,SK텔레콤,348708,31113533750,-142958.0,-12689616650.0,-210397.0,-18836079050.0,3554.0,315195750.0,89000,-2.63,113789157650
017800,현대엘리베이터,-28283,-2113304200,3237.0,250158200.0,26571.0,1977487900.0,-1303.0,-97403600.0,74700,2.61,9438776600
017810,풀무원,1687,16084295,59.0,566580.0,-1844.0,-17590255.0,-67.0,-641070.0,9600,-0.1,124911810
017860,DS단석,-156,-2028020,-365.0,-4220220.0,600.0,7158530.0,0.0,0.0,11520,0.7,449487150
017900,광전자,-48808,-332911000,-171.0,-1185840.0,40912.0,277989870.0,3039.0,20907840.0,6880,-4.04,3800275440
017940,E1,-4596,-449744200,-95.0,-9207700.0,4754.0,465091100.0,-14.0,-1367800.0,98400,-0.2,1171455200
017960,한국카본,-18919,-429517000,-23479.0,-525692600.0,42266.0,952274700.0,-911.0,-20212800.0,22350,0.9,4368587625
018250,애경산업,7440,86415590,-1577.0,-18475470.0,-8799.0,-102652950.0,2886.0,34125230.0,11610,-1.19,470220710
018260,삼성에스디에스,-14466,-3256683250,-35477.0,-8020137000.0,48744.0,11006562750.0,1313.0,296366500.0,226000,-3.0,44210741500
018500,동원모빌리티,11999,17231655,561.0,808205.0,-18490.0,-26589250.0,5930.0,8549390.0,1430,-1.17,49292088
018670,SK가스,-5305,-1266250250,6796.0,1613814250.0,-1465.0,-341341500.0,-25.0,-5984000.0,234000,1.74,3572905750
018880,한온시스템,-682981,-2376940061,303961.0,1062533774.0,435140.0,1504734082.0,-58926.0,-199979685.0,3495,2.64,9612267301
019170,신풍제약,45600,460778050,-3957.0,-39829140.0,-56377.0,-569415740.0,14600.0,147112000.0,10100,-2.7,4378998660
019175,신풍제약우,164,2667950,0.0,0.0,-164.0,-2667950.0,,,15840,1.21,263375500
019180,티에이치엔,883,4318435,13.0,67400.0,-1426.0,-7192995.0,-201.0,-1027110.0,5190,1.76,283154655
020000,한섬,10200,156830470,-520.0,-8123720.0,-10876.0,-167328320.0,1095.0,17077050.0,15430,0.19,895308500
020120,키다리스튜디오,-6185,-48464150,-18131.0,-116806660.0,-5388.0,-33098640.0,29394.0,196538350.0,6180,-11.59,3404054070
020150,롯데에너지머티리얼즈,59939,2171831250,13858.0,503687575.0,-74143.0,-2687800175.0,108.0,3861125.0,35650,-2.06,8238277250
020560,아시아나항공,-102087,-797524420,58836.0,458286260.0,43751.0,343138230.0,-500.0,-3900000.0,7780,1.17,1657774005
021050,서원,51170,57007843,647.0,722069.0,-54595.0,-60846675.0,2764.0,3101208.0,1107,-0.72,137791312
021240,코웨이,-4655,-468716600,20517.0,2034566400.0,-43123.0,-4264692850.0,27261.0,2698843050.0,98200,-0.51,14856846100
021820,세원정공,-2025,-21668750,1585.0,16837120.0,440.0,4831630.0,,,10650,0.66,152474985
0220W0,한화머시너리앤서비스홀딩스,642031,4120748625,68414.0,426486420.0,-709891.0,-4540246015.0,-1147.0,-10498420.0,6190,-10.16,20009125415
0220WL,한화머시너리앤서비스홀딩스3우B,125846,355060631,-16753.0,-46583709.0,-110959.0,-313653754.0,340.0,941700.0,2690,-9.43,2888040708
022100,포스코DX,-41088,-881482900,8996522.0,185373662600.0,-12832.0,-274562250.0,-8942577.0,-184217081200.0,21400,2.39,486705203175
023000,삼원강재,-2943,-6522240,5112.0,11330245.0,-2169.0,-4808005.0,0.0,0.0,2225,0.68,57036571
023150,MH에탄올,2501,10292910,-417.0,-1716620.0,-2095.0,-8622540.0,11.0,46250.0,4120,0.86,37491430
023350,한국종합기술,-2025,-9193529,-19.0,-79515.0,2022.0,9180459.0,-11.0,-47345.0,4185,5.42,323820986
023450,동남합성,-502,-15852000,-50.0,-1513100.0,52.0,1640100.0,500.0,15725000.0,31550,0.32,33684300
023530,롯데쇼핑,-8030,-838396500,-18913.0,-1977226500.0,-30777.0,-3256747050.0,57809.0,6081939250.0,105300,0.0,16137471550
023590,다우기술,577,20913450,-65.0,-1984700.0,-815.0,-30601150.0,323.0,12445400.0,38350,-0.52,504457000
023800,인지컨트롤스,2653,14238000,-10.0,-84190.0,-2699.0,-14455690.0,20.0,107800.0,5300,-1.85,152303960
023810,인팩,-2487,-12586220,-50.0,-306020.0,2528.0,12845320.0,-1.0,-5080.0,5220,1.75,49426720
023960,에쓰씨엔지니어링,344,356206,0.0,0.0,-329.0,-340621.0,-15.0,-15585.0,1060,2.51,68771352
024070,WISCOM,2955,5752377,-27.0,-52434.0,-2928.0,-5699943.0,,,1942,-0.82,17737959
024090,디씨엠,-204,-2444210,-256.0,-2984570.0,460.0,5428780.0,0.0,0.0,11760,2.08,146924520
024110,기업은행,-255286,-5424463075,77852.0,1653910325.0,173002.0,3678651450.0,5764.0,120267475.0,21150,1.44,27007893750
024720,콜마홀딩스,-8050,-80193530,12.0,118210.0,-4962.0,-49389270.0,13000.0,129464590.0,9990,-0.1,417142160
024890,대원화성,7634,13072523,4331.0,7617356.0,-13965.0,-24101879.0,2000.0,3412000.0,1719,-0.52,92304423
024900,디와이덕양,9967,16852193,1960.0,3311560.0,-11927.0,-20163753.0,0.0,0.0,1686,-0.71,31596894
025000,KPX케미칼,-275,-15169550,-128.0,-7035450.0,458.0,25182950.0,-39.0,-2109200.0,54400,-0.55,153079950
025530,SJM홀딩스,-637,-2288200,4.0,21480.0,639.0,2288235.0,-6.0,-21515.0,3620,-0.55,47998905
025540,한국단자,3304,179598250,1331.0,74830350.0,-4637.0,-254538400.0,1.0,54800.0,54700,0.55,1323630700
025560,미래산업,56499,354106415,-5873.0,-36043590.0,-52179.0,-327800755.0,48.0,295950.0,6170,-2.83,1722186060
025620,차AI헬스케어,1115,5249315,-16.0,-78190.0,-1099.0,-5171125.0,,,4705,-1.57,29668330
025750,한솔홈데코,167,311791,-17.0,-32453.0,-150.0,-279338.0,,,1909,-0.05,20648359
025820,이구산업,14306,60500581,-83.0,-354825.0,-14232.0,-60189526.0,0.0,2905.0,4275,0.35,394454046
025860,남해화학,-29197,-189779385,-1620.0,-10582785.0,23903.0,155029810.0,7000.0,45920000.0,6420,-1.38,2724669225
025890,한국주강,-4354,-10825300,-10.0,-25650.0,4873.0,12204325.0,-509.0,-1353090.0,2565,0.0,197769693
026890,스틱인베스트먼트,-878,-7388730,12382.0,104248520.0,-11504.0,-96859790.0,0.0,0.0,8330,-0.24,276312120
026940,부국철강,170379,466901107,-448.0,-1079595.0,-170496.0,-471273522.0,-2498.0,-6331960.0,2290,4.57,19973810170
026960,동서,-5189,-136716250,-1692.0,-40279850.0,7161.0,184186050.0,-280.0,-7189950.0,25700,0.78,1619626800
027410,BGF,2182,8399800,-1467.0,-5791450.0,-208.0,-653640.0,-507.0,-1954710.0,3860,0.0,217865075
027740,마니커,-87496,-133061316,0.0,-765.0,-23701.0,-35854686.0,111197.0,168916767.0,1507,0.2,210921825
027970,한국제지,-9155,-24517535,27.0,-11435.0,9028.0,24259470.0,100.0,269500.0,2725,-0.55,161751620
028050,삼성E&A,-273529,-12599362400,169137.0,7828967875.0,104750.0,4788959750.0,304.0,11287625.0,46100,5.49,67726417575
028100,동아지질,-16588,-293311630,14968.0,264488260.0,1621.0,28841030.0,-1.0,-17660.0,17370,-0.4,411629025
028260,삼성물산,7607,2798798250,-15109.0,-5615137750.0,7268.0,2726310250.0,129.0,49250000.0,372000,-0.27,116609080250
02826K,삼성물산우B,-237,-51921750,395.0,93176750.0,-159.0,-41491500.0,1.0,236500.0,236000,0.21,1373656250
028670,팬오션,-1717776,-10207005605,1111914.0,6670108800.0,684372.0,4005563750.0,-76257.0,-455853605.0,5940,7.8,45643663760
029460,케이씨,-271,-9805875,-22.0,-1141150.0,158.0,5911425.0,114.0,4249400.0,36800,-1.6,971588375
029530,신도리코,3770,151820000,555.0,22351400.0,-4325.0,-174171400.0,0.0,0.0,40100,-0.12,228858050
029780,삼성카드,-49222,-2282518675,-1685.0,-76558550.0,50890.0,2358290575.0,17.0,786650.0,46600,2.64,6076731175
030000,제일기획,289,-956710,-16155.0,-304865285.0,18375.0,353400255.0,-2509.0,-47578260.0,18940,0.32,4204323355
030190,NICE평가정보,158,2219780,21152.0,344169950.0,-21270.0,-345733520.0,-43.0,-705200.0,16120,1.07,1900478520
030200,KT,13367,693445450,-9263.0,-472388550.0,-2687.0,-144211800.0,-1436.0,-77871600.0,53800,0.0,9697275950
030210,다올투자증권,2484,9713980,9314.0,36412570.0,-11798.0,-46126550.0,,,3890,0.91,151994980
030610,교보증권,7647,76053175,2465.0,24851440.0,-2765.0,-27303395.0,-7347.0,-73601220.0,10050,0.5,888236495
030720,동원수산,7933,44108030,-8.0,-18040.0,-7925.0,-44089990.0,0.0,0.0,5530,0.0,143838180
031210,서울보증보험,-18426,-820945800,6868.0,309911150.0,11608.0,513242650.0,-50.0,-2208000.0,44850,3.1,3351581600
031430,신세계인터내셔날,28150,292079230,-16071.0,-166899985.0,-12219.0,-126617865.0,39.0,398430.0,10360,-0.67,881757650
031820,아이티센씨티에스,-847,-4402560,978.0,5411390.0,1445.0,7956180.0,-1574.0,-8953450.0,5720,-2.05,208736710
032350,롯데관광개발,206144,2638746850,75049.0,957777080.0,-295608.0,-3780831730.0,13040.0,166973450.0,12560,-6.2,6016220930
032560,황금에스티,-8473,-47708880,663.0,3590630.0,4315.0,24321750.0,3495.0,19796500.0,5700,1.79,161726750
032640,LG유플러스,56473,829838025,54448.0,825628805.0,-112328.0,-1676150710.0,1003.0,14809400.0,14810,-0.54,7427366825
032830,삼성생명,-36664,-11207652750,-2336.0,-543053500.0,39226.0,11819634250.0,-31.0,-9672000.0,303000,3.06,109252313250
033240,자화전자,47630,1362988900,-56173.0,-1599499950.0,7704.0,212325900.0,839.0,24185150.0,27950,-6.37,3721680550
033250,체시스,-25868,-123599750,-5.0,-32975.0,5393.0,25955185.0,20780.0,99122845.0,4705,2.28,410821875
033270,유나이티드제약,-22604,-419549440,4319.0,80458875.0,18411.0,341448865.0,-126.0,-2358300.0,18470,1.15,1002562250
033530,SJG세종,19352,132343400,-1172.0,-8095895.0,-13966.0,-95086035.0,-4214.0,-29161470.0,6890,0.88,434630435
033780,KT&G,-17220,-3112259700,9535.0,1713048200.0,8482.0,1543557000.0,-796.0,-144144800.0,174700,0.17,31035766100
033920,무학,1074,8293280,2867.0,22371100.0,-3941.0,-30664380.0,0.0,0.0,7740,-0.51,136806560
034020,두산에너빌리티,-77089,-6893196100,291424.0,23716371800.0,-247692.0,-19471489750.0,35167.0,2792057650.0,79200,3.39,253882040550
034120,SBS,349,4240290,-349.0,-4240290.0,,,0.0,0.0,12110,-0.57,19834210
034220,LG디스플레이,299557,2671555490,137785.0,1266672120.0,-441080.0,-3971270460.0,1313.0,11097910.0,9040,0.33,35531881875
034230,파라다이스,234983,2318182510,-68037.0,-654192980.0,-170070.0,-1694318050.0,4250.0,41854950.0,9820,-2.19,7728244810
034310,NICE,-4566,-58430250,1576.0,20356490.0,2911.0,37089580.0,80.0,996750.0,12420,-1.43,379883530
034590,인천도시가스,18,480100,-11.0,-293500.0,-7.0,-186600.0,,,26700,-0.19,17386950
034730,SK,-4028,-2201237000,-9012.0,-4855674000.0,13040.0,7056576000.0,15.0,8411000.0,545000,0.0,58046547500
03473K,SK우,418,170288000,-465.0,-188062000.0,48.0,18178000.0,,,395000,-0.75,552564500
034830,한국토지신탁,47343,54398099,-73454.0,-84683537.0,25216.0,29254073.0,918.0,1058109.0,1155,-0.35,288933103
035000,HS애드,12828,83501000,-795.0,-5196740.0,-12126.0,-78909690.0,93.0,605430.0,6490,0.0,245065290
035150,백산,4244,46030900,-890.0,-9616690.0,-2762.0,-29995770.0,-592.0,-6418440.0,10750,-0.56,145960530
035250,강원랜드,-16731,-250841870,-2968.0,-41160800.0,19796.0,293446510.0,-553.0,-8143010.0,14720,0.82,3149681460
035420,NAVER,143197,29730165250,-119580.0,-24785791500.0,-26437.0,-5525564750.0,2807.0,579452500.0,207500,-0.72,110514715500
035510,신세계 I&C,9418,121424020,-23.0,-298520.0,-9420.0,-121446500.0,25.0,321000.0,12990,-0.08,327761315
035720,카카오,-199825,-7216861850,278126.0,9987676100.0,-77797.0,-2751080050.0,-3405.0,-122380250.0,35350,0.71,142567198135
036420,콘텐트리중앙,17383,26867353,1.0,1558.0,-17386.0,-26872019.0,2.0,3108.0,1543,-2.22,61843335
036460,한국가스공사,-113884,-4305339375,56133.0,2121154925.0,60694.0,2295669100.0,-2904.0,-110014550.0,37700,1.89,9152958450
036530,SNT홀딩스,1967,90136925,-1338.0,-60588175.0,-583.0,-27414000.0,-42.0,-1947050.0,45700,0.66,632249200
036570,NC,8822,1907606750,1558.0,346748750.0,-10400.0,-2258653500.0,20.0,4298000.0,217000,-0.91,12091411000
036580,팜스코,-39798,-101964523,5417.0,13875510.0,34381.0,88089013.0,0.0,0.0,2625,5.63,318458595
037270,YG PLUS,41499,129065113,-299.0,-908480.0,-41500.0,-129079133.0,0.0,0.0,3075,-1.44,403497989
037560,LG헬로비전,436,576208,-922.0,-1513867.0,346.0,707762.0,0.0,0.0,1630,0.0,152555470
037710,광주신세계,2597,90822075,4665.0,163434700.0,-7345.0,-257185025.0,49.0,1723050.0,34900,-2.24,2082053750
039130,하나투어,-463,-17171800,8813.0,288784550.0,-8340.0,-271283500.0,0.0,0.0,32450,-0.46,844179500
039490,키움증권,13596,3658851250,-38035.0,-10273794250.0,24393.0,6602954000.0,3.0,470000.0,268500,-2.01,26804335000
039570,HDC랩스,774,5898960,703.0,5311590.0,-1517.0,-11511350.0,40.0,300800.0,7560,0.0,69878420
041650,상신브레이크,-4141,-9171025,3026.0,6690550.0,1065.0,2370475.0,50.0,110000.0,2200,-1.12,13673005
042660,한화오션,-439285,-38089241450,181406.0,15817440000.0,263573.0,22769634350.0,-5149.0,-452159000.0,86500,5.49,98383973250
042700,한미반도체,10680,2180711000,-78099.0,-16395370250.0,67032.0,14135039000.0,297.0,62181500.0,210500,-1.41,73608076250
044380,주연테크,-35340,-37896128,0.0,0.0,16780.0,17863146.0,18560.0,20032982.0,1085,0.37,178244884
