종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금
278470,에이피알,32345,12548960500,-61810.0,-24313213000.0,28111.0,11234610250.0,975.0,378800250.0,406000,-3.1,152884378761
279570,케이뱅크,-66759,-375005685,-4668.0,-25705025.0,71415.0,400644070.0,0.0,0.0,5570,0.18,2569920045
280360,롯데웰푸드,-3119,-454787750,6000.0,875292750.0,-2765.0,-403578300.0,-115.0,-16779700.0,146600,-1.35,3316462500
281820,케이씨텍,14167,894072700,-8908.0,-560635550.0,-5084.0,-322062750.0,44.0,3014500.0,62400,-4.15,6127826100
282330,BGF리테일,683,101969500,-9782.0,-1456478050.0,9170.0,1365189650.0,-65.0,-9776600.0,150600,0.47,7851084800
284740,쿠쿠홈시스,-1138,-26491650,2477.0,58046125.0,-1265.0,-29817525.0,-74.0,-1736950.0,23200,-0.85,208598950
285130,SK케미칼,-48085,-2684440050,63055.0,3510675250.0,-10457.0,-573890750.0,-4479.0,-250437150.0,54900,5.17,9092768500
28513K,SK케미칼우,591,14277600,-169.0,-4036600.0,-422.0,-10241000.0,0.0,0.0,24300,1.89,95739850
286940,롯데이노베이트,2399,43006620,215.0,3887670.0,-2616.0,-46930110.0,2.0,35820.0,18010,1.12,135576060
293480,하나제약,3372,28457970,413.0,3513960.0,-3807.0,-32156950.0,22.0,185020.0,8420,-1.17,160723170
293940,신한알파리츠,642,2705630,13686.0,75127765.0,-9628.0,-52363395.0,-4700.0,-25470000.0,5390,0.19,582608215
294870,IPARK현대산업개발,-27884,-647868925,19061.0,441843300.0,-22142.0,-509576825.0,30965.0,715602450.0,23200,1.75,2442551475
298000,효성화학,6280,350798400,-2094.0,-115265500.0,-4382.0,-246313400.0,155.0,8516200.0,55400,-1.07,1720699450
298020,효성티앤씨,-1740,-634045750,4307.0,1552394000.0,-2738.0,-980208750.0,173.0,62584500.0,354500,2.75,7879186750
298040,효성중공업,11837,32502288500,-7735.0,-21173337500.0,-4127.0,-11399176500.0,6.0,18179000.0,2725000,-1.45,96418773000
298050,HS효성첨단소재,-933,-170024000,2664.0,485185400.0,-1871.0,-340267400.0,150.0,26900400.0,175300,0.63,2204348000
298690,에어부산,-7321,-11181928,10639.0,16213334.0,-2836.0,-4294938.0,-482.0,-736468.0,1505,0.33,117147120
300720,한일시멘트,-30235,-505004350,17917.0,301321930.0,12299.0,203373250.0,19.0,309170.0,16780,2.38,1588752240
302440,SK바이오사이언스,-9570,-370948600,-10418.0,-392764100.0,20295.0,775401350.0,-350.0,-13343000.0,37750,0.8,3090134700
306200,세아제강,-7859,-1151051050,2443.0,359327850.0,5813.0,850190200.0,-50.0,-7320700.0,147500,6.5,3284307100
